Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"Commune de DEYCIMONT",,"Travaux de toiture de l'église",5000.00,CHERPION,Gérard,Vosges,UMP,122-01,PA856
"Commune de DHUIZEL",,"Réfection mairie",4000.00,KRABAL,Jacques,Aisne,RRDP,122-01,PA605084
"Commune de Diament","HdV - 42 rue Justin Roc 97223","Réhabilitation des équipements sportifs du quartier Dizac",20000.00,NILOR,Jean-Philippe,Martinique,GDR,122-01,PA610654
"Commune de Diebling",,"Réalisation d'un atelier municipal et de locaux associatifs",39000.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
"Commune de DIENVILLE",,"Construction d'une station d'épuration",7000.00,DHUICQ,Nicolas,Aube,UMP,122-01,PA267178
"Commune de DIEPPE-SOUS-DOUAUMONT","55400 Dieppe-sous-Douaumont","Réserve incendie",3000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de DIETWILLER",,"Réalisation d’une chaufferie bois",4500.00,"HILLMEYER Francis",,Haut-Rhin,UDI,122-01,PA216574
"Commune de DIGES",,"Aménagement maison d'assistantes maternelles",4000.00,LARRIVE,Guillaume,Yonne,UMP,122-01,PA267785
"Commune de DIMANCHEVILLE",,"Travaux d'aménagement de sécurité dans le centre bourg",5000.00,DUBOIS,Marianne,Loiret,UMP,122-01,PA342935
"Commune de DINEAULT",,"Création d'une salle multi-fonction et d'un groupe scolaire",30000.00,FERRAND,Richard,Finistère,SRC,122-01,PA606171
"Commune de Dingé",,"Rénovation salle polyvalente",20000.00,APPÉRÉ,Nathalie,Ille-et-Vilaine,SRC,122-01,PA267706
"Commune de Dinsac","""Le Bourg
87210 DINSAC""","Aménagement de la voirie communale",10000.00,BEAUBATIE,Catherine,Haute-Vienne,SRC,122-01,PA609845
"Commune de Diou","""30, Grande Rue
03290 Diou""","Création d'un cimetière",3000.00,CHAMBEFORT,Guy,Allier,SRC,122-01,PA330118
"Commune de Dives","HdV - 5 rue Montididier - 60130","Travaux Mairie",10000.00,CARVALHO,Patrice,Oise,GDR,122-01,PA754
"Commune de Divonne les Bains",,"Rénovation bannière Anciens Combattants",4000.00,BLANC,Étienne,Ain,UMP,122-01,PA267075
"Commune de DIXMONT",,"Travaux Salle des fêtes",4000.00,FORT,Marie-Louise,Yonne,UMP,122-01,PA336576
"Commune de DOAZIT",,"Mise en conformité de la salle polyvalente",30000.00,EMMANUELLI,Henri,Landes,SRC,122-01,PA1252
"Commune de DOLVING",,"Restauration du clocher de l'église",2990.00,MARTY,Alain,Moselle,UMP,122-01,PA267556
"Commune de Domaize","HdV - Le Bourg - 63520","Travaux d'assainissement",4583.00,CHASSAIGNE,André,Puy-de-Dôme,GDR,122-01,PA267306
"Commune de DOMANCY",,"""Travaux d'extension du groupe scolaire """"Les Gypaètes""""""",5000.00,DION,Sophie,Haute-Savoie,UMP,122-01,PA608851
"Commune de Dombasle-devant-Darney (88260)","Commune de Dombasle-devant-Darney (88260)","Espace colombarium et Jardin du Souvenir",1000.00,FRANQUEVILLE,Christian,Vosges,SRC,122-01,PA1362
"Commune de Domblain",,"Travaux de voirie",6000.00,CORNUT-GENTILLE,François,Haute-Marne,UMP,122-01,PA923
"Commune de Dombrot sur Vair (88170)","Commune de Dombrot sur Vair (88170)","Renouvellement du réseau éclairage public",5000.00,FRANQUEVILLE,Christian,Vosges,SRC,122-01,PA1362
"Commune de Domevre en Haye ","54385 DOMEVRE EN HAYE","Aménagement place Eglise",5200.00,PATIER,Dominique,Meurthe-et-Moselle,SRC,122-01,PA607553
"Commune de DOMFRONT",,"Éclairage du terrain d'honneur de football de Domfront",5000.00,PUEYO,Joaquim,Orne,SRC,122-01,PA608011
"Commune de DOMGERMAIN","54119 Domgermain","Aménagement intérieur du périscolaire",6000.00,PATIER,Dominique,Meurthe-et-Moselle,SRC,122-01,PA607553
"Commune de DOMMARTIN-VARIMONT",,"Acquisition d'un système de vidéosurveillance",6000.00,APPARU,Benoist,Marne,UMP,122-01,PA333224
"Commune de DOMNOM LES DIEUZE",,"Projet d'aménagement de voirie",3000.00,MARTY,Alain,Moselle,UMP,122-01,PA267556
"Commune de DOMPIERRE",,"Travaux sur canalisation d'adduction d'eau",1000.00,CHERPION,Gérard,Vosges,UMP,122-01,PA856
"Commune de DOMPIERRE",,"Travaux de réfection des ponts",3000.00,CHERPION,Gérard,Vosges,UMP,122-01,PA856
"Commune de DOMPIERRE",,"""Travaux de réfection du """"travail""""""",1000.00,CHERPION,Gérard,Vosges,UMP,122-01,PA856
"Commune de Dompierre les Eglises","""Le Bourg
87190 DOMPIERRE LES EGLISES""","Isolation (par le sol) de l'école communale",2733.00,BEAUBATIE,Catherine,Haute-Vienne,SRC,122-01,PA609845
"Commune de DOMPIERRE SUR CHARENTE ","""Mairie
162, rue des Gabariers
17610 DOMPIERRE SUR CHARENTE""","Réhabilitation d'un logement communal",5500.00,QUERE,Catherine,Charente-Maritime,SRC,122-01,PA331014
"Commune de Dompierre/Besbre","""Route de Vichy
03290 DOMPIERRE-sur-BESBRE ""","aménagement école de musique et primaire",3000.00,CHAMBEFORT,Guy,Allier,SRC,122-01,PA330118
"Commune de DOMPREL",,"Réfection de la Croix classée au patrimoine",1484.00,GENEVARD,Annie,Doubs,UMP,122-01,PA605991
"Commune de Domremy Landeville",,"Travaux toiture de l'église",7000.00,CORNUT-GENTILLE,François,Haute-Marne,UMP,122-01,PA923
"Commune de Donneville","Commune de Donneville 31 Place du Languedoc 31450 DONNEVILLE ","projet de médiathèque",20000.00,PAUMIROL,Emilienne,Haute-Garonne,SRC,122-01,PA606375
"Commune de DONVILLE LES BAINS",,"Travaux d'aménagement d'un kiosque à musique",16000.00,HUET,Guénhaël,Manche,UMP,122-01,PA333134
"Commune de Dorat","HdV - Le Bourg - 63300","Travaux sur le bâtiment communal",5000.00,CHASSAIGNE,André,Puy-de-Dôme,GDR,122-01,PA267306
"Commune de DOUAINS",,"Remplacement d'une borne d'incendie",1000.00,GILARD,Franck,Eure,UMP,122-01,PA267148
"Commune de DOUBS",,"Création de préaux pour les écoles",10000.00,GENEVARD,Annie,Doubs,UMP,122-01,PA605991
"Commune de DOULEZON","33350 Doulezon","Réfection de la voirie communale",4000.00,BOUDIÉ,Florent,Gironde,SRC,122-01,PA606507
"Commune de DOURGES",,"Rénovation de l'Eglise Saint Piat",27000.00,KEMEL,Philippe,Pas-de-Calais,SRC,122-01,PA344242
"commune de Dours","Hautes Pyrénées","réfection de la toiture de la maison Dongay",5000.00,GLAVANY,Jean,Hautes-Pyrénées,SRC,122-01,PA1496
"Commune de Douvres la Délivrande","14440 Douvres la Délivrande","Travaux d'intérêt local",25000.00,ATTARD,Isabelle,Calvados,ECOLO,122-01,PA605625
"Commune de DOUVRIN","""Place Emile Basly
62138 Douvrin""","Achat matériel école",4000.00,BAYS,Nicolas,Pas-de-Calais,SRC,122-01,PA608158
"Commune de DOUX",,"Travaux d'assainissement pluvial de la D30 et création d'un trottoir",5000.00,PALETTI,Bérengère,Ardennes,UMP,122-01,PA267260
"Commune de DRACHENBRONN-BIRLENBACH",,"Rénovation de la mairie annexe",10000.00,REISS,Frédéric,Bas-Rhin,UMP,122-01,PA266776
"Commune de DRAGUIGNAN",,"Réhabilitation de l'éclairage de la piste bicross ",13000.00,"AUDIBERT TROIN",Olivier,Var,UMP,122-01,PA314
"Commune de DRAIX ",,"Travaux d'intérêt local",18000.00,SAUVAN,Gilbert,Alpes-de-Haute-Provence,SRC,122-01,PA2693
"Commune de DRICOURT",,"Projet de restauration des vitraux de l'église",1500.00,"WARSMANN ",Jean-Luc,Ardennes,UMP,122-01,PA2952
"Commune de DROSNAY ",,"Restauration de l’église",3000.00,"de COURSON Charles",,Marne,UDI,122-01,PA942
"Commune de Drouvin-le-Marais","185 rue Eglise 62131 Drouvin le Marais","Construction d'un nouveau bâtiment scolaire",10000.00,JANQUIN,Serge,Pas-de-Calais,SRC,122-01,PA1710
"Commune de Droux",,"Aménagement d'une salle de 50m2 en relais lecture",2000.00,BEAUBATIE,Catherine,Haute-Vienne,SRC,122-01,PA609845
"Commune de Druelle",,"Travaux d'intérêt local",5036.00,CENSI,Yves,Aveyron,UMP,122-01,PA267266
"Commune de Dry",,"Aménagement cimetière",10000.00,CARRE,Olivier,Loiret,UMP,122-01,PA332886
"Commune de DUAULT","""7 rue du Lavoir
22160 DUAULT""","Réhabilitation du logement communal",5000.00,"LE HOUEROU",Annie,Côtes-d'Armor,SRC,122-01,PA605888
"Commune de Ducos","HdV - Place de l'Eglise 97224","Acquisition de chapiteaux pour le marché de plein air",20000.00,NILOR,Jean-Philippe,Martinique,GDR,122-01,PA610654
"Commune de DURAN","""Mairie
32810 DURAN""","Travaux de rénovation cour d'école + aménagement",10000.00,MARTIN,Philippe,Gers,SRC,122-01,PA267278
"Commune de Durtol","""Square Charles Sabourin 
63400 Chamalières""","Travaux d'intérêt local",2000.00,AUROI,Danielle,Puy-de-Dôme,ECOLO,122-01,PA608186
"Commune de Dury",,"Aménagement de la rue Saint Médard",3000.00,BERTRAND,Xavier,Aisne,UMP,122-01,PA267080
"Commune de ECHAUFFOUR",,"Agrandissement et mise aux normes de la salle polyvalente",10000.00,LOUWAGIE,Véronique,Orne,UMP,122-01,PA608016
"Commune de ECHELLE",,"Réalisation des travaux de rénovation de son réseau d'adduction d'eau potable",5000.00,PALETTI,Bérengère,Ardennes,UMP,122-01,PA267260
"Commune de ECKBOLSHEIM",,"Travaux de mise aux normes pour personnes à mobilité réduite du centre médico social",25000.00,ROHFRITSCH,Sophie,Bas-Rhin,UMP,122-01,PA608380
"Commune de ECOQUENEAUVILLE",,"Restauration du clocher de l'église",3500.00,GOSSELIN,Philippe,Manche,UMP,122-01,PA266797
"Commune de ECORCEI",,"Travaux de la cuisine de l'école",3000.00,LOUWAGIE,Véronique,Orne,UMP,122-01,PA608016
"Commune de ECQUEVILLY",,"Travaux de construction de nouveaux vestiaires au complexe sportif des Motelles",10000.00,TETART,Jean-Marie,Yvelines,UMP,122-01,PA609442
"Commune de Edern",,"Aménagement d'un tourne à gauche sur voie communale",12000.00,URVOAS,Jean-Jacques,Finistère,SRC,122-01,PA331594
"Commune de EECKE",,"Tableaux Numériques",1076.00,ALLOSSERY,Jean-Pierre,Nord,SRC,122-01,PA607892
"Commune de EGLISENEUVE DES LIARDS",,"Travaux de voirie sur chemins communaux",1000.00,BACQUET,Jean-Paul,Puy-de-Dôme,SRC,122-01,PA334
"Commune de EGUISHEIM",,"Projet d'aménagements paysagers de la statue de St-Léon IX",2500.00,CHRIST,Jean-Louis,Haut-Rhin,UMP,122-01,PA267358
"Commune de ELAN",,"Réalisation d'une réserve incendie",4000.00,PALETTI,Bérengère,Ardennes,UMP,122-01,PA267260
"Commune de ELBOEUF-EN-BRAY",,"Réhabilitation du foyer rural de la commune",20000.00,GUEGOT,Françoise,Seine-Maritime,UMP,122-01,PA335567
"Commune de Elne","Mairie- 14, bd Voltaire - 66200 Elne","Rénovation de la maternité d'Elne",4000.00,AYLAGAS,Pierre,Pyrénées-Orientales,SRC,122-01,PA608348
"Commune de ELNES",,"Rénovation de la classe maternelle",4500.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
"Commune de ELZANGE",,"Acquisition d'un épandeur de sel",1029.00,GROMMERCH,Anne,Moselle,UMP,122-01,PA343623
"Commune de EMBRES ET CASTELMAURE","""2 pl Poste
11360 EMBRES ET CASTELMAURE""","REHABILITATION MOULIN VILLAGE",8000.00,PEREZ,Jean-Claude,Aude,SRC,122-01,PA2365
"Commune de EMEVILLE",,"Acquisition d'une tente multi-usage",1950.00,DEGAUCHY,Lucien,Oise,UMP,122-01,PA1031
"Commune de Emieville",,"Travaux pour l'installation de ralentisseur sur la chaussée",7700.00,DUMONT,Laurence,Calvados,SRC,122-01,PA1198
"Commune de ENCHENBERG",,"Acquisition de matériels pour service technique",2000.00,LETT,Céleste,Moselle,UMP,122-01,PA267057
"Commune de ENCHENBERG",,"Acquisition de matériel spécifique à la salle polyvalente",2000.00,LETT,Céleste,Moselle,UMP,122-01,PA267057
"Commune de ENGHEIN-LES-BAINS",,"Achat et pose de tableaux numériques dans deux écoles maternelles",7176.00,SCELLIER,François,Val-d'Oise,UMP,122-01,PA2700
"Commune de EPAGNY",,"Travaux de réhabilitation d'une voie à grande circulation dans la zone commerciale",5000.00,ACCOYER,Bernard,Haute-Savoie,UMP,122-01,PA230
"Commune de EPAGNY",,"Construction d'un nouveau groupe scolaire",10000.00,ACCOYER,Bernard,Haute-Savoie,UMP,122-01,PA230
"Commune de EPARGNES",,"Travaux d'extension des ateliers municipaux",8000.00,BUSSEREAU,Dominique,Charente-Maritime,UMP,122-01,PA696
"Commune de EPINAL",,"Travaux d'aménagement global de voirie communale",50000.00,HEINRICH,Michel,Vosges,UMP,122-01,PA267246
"Commune de EPINAL",,"Travaux de restructuration du 1er étage du centre social Luc Escande",20000.00,HEINRICH,Michel,Vosges,UMP,122-01,PA267246
"Commune de EQUIHEN-PLAGE","""2 place Albert Bécard
BP 17 62224 EQUIHEN-PLAGE""","Réhabilitation du Groupe Scolaire Jean Macé ",10000.00,GUILBERT,Thérèse,Pas-de-Calais,SRC,122-01,PA267918
"Commune de EQUILLY",,"Travaux d'aménagement de logements",11000.00,HUET,Guénhaël,Manche,UMP,122-01,PA333134
"Commune de ERCE-PRES-LIFFRE",,"Rénovation salle de sport",20000.00,APPÉRÉ,Nathalie,Ille-et-Vilaine,SRC,122-01,PA267706
"Commune de ERCHEU ",,"Rénovation de l’église- tranche de travaux 2013",6000.00,"DEMILLY Stéphane",,Somme,UDI,122-01,PA267241
"Commune de Ergué-Gabéric",,"Restructuration de la rue de la Croix-Rouge - mise en sécurité des riverains",20000.00,URVOAS,Jean-Jacques,Finistère,SRC,122-01,PA331594
"Commune de EROUDEVILLE",,"Travaux de rénovation de l'église",2000.00,GOSSELIN,Philippe,Manche,UMP,122-01,PA266797
"Commune de ERQUERY",,"Réfection du monument aux morts et calvaire du cimetière",1655.00,COURTIAL,Edouard,Oise,UMP,122-01,PA267743
"Commune de ERQUY","11, square de l'Hotel de Ville 22430 ERQUY","Réaménagement de l'Accueil du camping Municipal St Michel",15000.00,"LE DISSEZ",Viviane,Côtes-d'Armor,SRC,122-01,PA341246
"Commune de ERSA",,"Création de nouveaux emplacements au cimetière de la commune",10000.00,GANDOLFI-SCHEIT,Sauveur,Haute-Corse,UMP,122-01,PA331146
"Commune de ESBLY",,"Travaux de pose de jeux extérieurs à l'école maternelle",6500.00,RIESTER,Franck,Seine-et-Marne,UMP,122-01,PA335758
"Commune de Escautpont","HdV - Rue Henri Durre 59278","Aménagement des rues du Pont et du Marais",10000.00,"Groupe GDR",,"*(non rattaché à un département)",,122-01,NULL
"Commune de ESCHBACH-AU-VAL",,"Projet de réfection de l'école communale",10000.00,CHRIST,Jean-Louis,Haut-Rhin,UMP,122-01,PA267358
"Commune de ESCHERANGE",,"Construction d'un atelier communal",7000.00,GROMMERCH,Anne,Moselle,UMP,122-01,PA343623
"Commune de ESCHWILLER",,"Remplacement du beffroi de l'église Notre Dame de l'Assomption",4000.00,HETZEL,Patrick,Bas-Rhin,UMP,122-01,PA608416
"Commune de ESCLASSAN","""Mairie
32140 ESCLASSAN""","Travaux assainissement bâtiments communaux",5000.00,MARTIN,Philippe,Gers,SRC,122-01,PA267278
"Commune de ESCORPAIN",,"Aménagement d'un terrain de boules communal",1900.00,MARLEIX,Olivier,Eure-et-Loir,UMP,122-01,PA606098
"Commune de Escoutoux","HdV - Le Bourg - 63300","Restauration de deux appartements",7000.00,CHASSAIGNE,André,Puy-de-Dôme,GDR,122-01,PA267306
"Commune de ESCURES","Mairie                    64350  ESCURES","construction mairie",10000.00,HABIB,David,Pyrénées-Atlantiques,SRC,122-01,PA1592
"Commune de Esnandes",Mairie,"Construction de vestiaires de football",15000.00,FALORNI,Olivier,Charente-Maritime,RRDP,122-01,PA605694
"Commune de ESPALEM",,"Travaux de voirie communale",2000.00,VIGIER,Jean-Pierre,Haute-Loire,UMP,122-01,PA607090
"Commune de ESPINASSE",,"extension du cimetière (tranches ferme et conditionnelle)",10000.00,"MARLEIX ",Alain,Cantal,UMP,122-01,PA2084
"Commune de Espinasse-Vozelle","""Mairie - 
03110 Espinasse-Vozelle""","Réfection d'un lavoir",8000.00,CHARASSE,Gérard,Allier,RRDP,122-01,PA815
"Commune de ESPOEY","""Mairie
Place Jean Raymond Hoo Paris
64420 ESPOEY""","Rénovation de l'église",5000.00,CHABANNE,Nathalie,Pyrénées-Atlantiques,SRC,122-01,PA608235
"Commune de ESQUENNOY",,"Acquisition d'un logiciel pour gestion du cimetière",550.00,DASSAULT,Olivier,Oise,UMP,122-01,PA998
"Commune de ESSIA",,"Réaménagement de la mairie",5000.00,PELISSARD,Jacques,Jura,UMP,122-01,PA2345
"Commune de Essigny le Grand",,"Travaux d'aménagement de la salle des fêtes",3000.00,BERTRAND,Xavier,Aisne,UMP,122-01,PA267080
"Commune de ESSOYES",,"Travaux hydrauliques sur chemins ruraux",5000.00,DHUICQ,Nicolas,Aube,UMP,122-01,PA267178
"Commune de Estrée","HdV - Rue de la Mairie 59151","Travaux de cadre de vie",59000.00,DOLEZ,Marc,Nord,GDR,122-01,PA1141
"Commune de Estrees",,"Extension du réseau d'éclairage",1000.00,BERTRAND,Xavier,Aisne,UMP,122-01,PA267080
"Commune de ESTREUX ",,"Accessibilité des bâtiments publics",14200.00,"BORLOO Jean-Louis",,Nord,UDI,122-01,PA588
"Commune de ESWARS ",,"Informatique école",2000.00,"VILLAIN François-Xavier",,Nord,UDI,122-01,PA267765
"Commune de Etables-sur-Mer","Place Jean Heurtel - 22680 Etables-Sur-Mer","Construction d'un pôle périscolaire",20000.00,ERHEL,Corinne,Côtes-d'Armor,SRC,122-01,PA331282
"Commune de ETAMPES",,"Réalisation d'une tribune pour accueillir le nouvel orgue en l'église St-Gilles",9000.00,MARLIN,Franck,Essonne,UMP,122-01,PA2086
"Commune de ETERNOZ",,"Travaux de rénovation et de consolidation de l'église de Coulans-sur-Lison",8000.00,GENEVARD,Annie,Doubs,UMP,122-01,PA605991
"Commune de ETOUY",,"Réfection de voirie dans la rue du Moulin",5000.00,COURTIAL,Edouard,Oise,UMP,122-01,PA267743
"Commune de ETREVAL","54330 ETREVAL","Travaux d'intérêt local",2000.00,PATIER,Dominique,Meurthe-et-Moselle,SRC,122-01,PA607553
"Commune de ETRICHES",,"Construction de la bibliothèque à l'espace multi-générationnel",7000.00,TAUGOURDEAU,Jean-Charles,Maine-et-Loire,UMP,122-01,PA2792
"Commune de EUILLY ET LOMBUT",,"Projet d'ériger une stèle commémorative",1500.00,"WARSMANN ",Jean-Luc,Ardennes,UMP,122-01,PA2952
"Commune de EVENOS",,"Extension de l'école maternelle des Andrieux",31500.00,VITEL,Philippe,Var,UMP,122-01,PA267506
"Commune de EVOGES",,"Rénovation et mise en eau de la Fontaine du bac rond",7000.00,ABAD,Damien,Ain,UMP,122-01,PA605036
"Commune de EYRES MONCUBE",,"Aménagement et sécurisation du centre bourg",10000.00,EMMANUELLI,Henri,Landes,SRC,122-01,PA1252
"Commune de EYWILLER",,"de réaliser divers travaux de rénovation et de mise en conformité à l'école élémentaire",5000.00,HETZEL,Patrick,Bas-Rhin,UMP,122-01,PA608416
"Commune de FABRAS","""Mairie 
07380 FABRAS""","Réhabilitation de deux logements locatifs sociaux",10000.00,BUIS,Sabine,Ardèche,SRC,122-01,PA605261
"Commune de Faches Thumesnil",,"Rénovation matériel sportif",30000.00,ROMAN,Bernard,Nord,SRC,122-01,PA2611
"Commune de FALICON  ",,"Sécurisation de la paroi rocheuse du Tennis.",10000.00,"SALLES Rudy ",,Alpes-Maritimes,UDI,122-01,PA2667
"Commune de FALLON","M. VIENOT P - Maire Rue de la Mairie 70110 FALLON","Assainissement du terrain de sport",2500.00,VILLAUMÉ,Jean-Michel,Haute-Saône,SRC,122-01,PA334951
"Commune de FARGES EN SEPTAINE","Commune de Farges en Septaine 18 800 Farges en Septaine ","Aménagement de la mairie ",8000.00,GALUT,Yann,Cher,SRC,122-01,PA1401
"Commune de FARGUES",,"Rénovation des façades de l'église",15000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de Fargues sur Ourbise","Mairie - Le Bourg - 47700 FARGUES SUR OURBISE","Travaux de mise aux normes de sécurité et sanitaire sur bâtiment communal",5000.00,FEKL,Matthias,Lot-et-Garonne,SRC,122-01,PA607287
"Commune de FARINOLE",,"Réalisation d'une main courante en tubes ronds",2450.00,GANDOLFI-SCHEIT,Sauveur,Haute-Corse,UMP,122-01,PA331146
"Commune de FARNAY ",,"Achat d’un tracteur",10000.00,"ROCHEBLOINE François ",,Loire,UDI,122-01,PA2597
"Commune de FATINES","26 rue Principale 72470 FATINES","Travaux de voirie",10000.00,KARAMANLI,Marietta,Sarthe,SRC,122-01,PA335054
"Commune de FAUSSERGUES ",,"Equipements pour la salle communale",3000.00,"FOLLIOT Philippe",,Tarn,UDI,122-01,PA267673
"Commune de FAUX VESIGNEUL  ",,"Restructuration des bâtiments communaux",6000.00,"de COURSON Charles",,Marne,UDI,122-01,PA942
"Commune de Favars",Favars,"Travaux d'aménagement du bourg ",3000.00,DESSUS,Sophie,Corrèze,SRC,122-01,PA605758
"Commune de FAVEROLLES",,"Aménagement d'un local de chasse",5000.00,MARLEIX,Alain,Cantal,UMP,122-01,PA2084
"Commune de Fay",Fay,"Accessibilité mairie",10000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de FAYENCE",,"Aménagement d'un bassin de rétention des eaux fluviales",10000.00,"AUDIBERT TROIN",Olivier,Var,UMP,122-01,PA314
"Commune de Fayet",,"Equipement numérique de l'école",1800.00,BERTRAND,Xavier,Aisne,UMP,122-01,PA267080
"Commune de FAYET",,"Travaux d'aménagement d'un mur sur Fayet et d'un aménagement d'espace public sur Laroque",5000.00,MARC,Alain,Aveyron,UMP,122-01,PA267512
"Commune de Fays",,"Travaux d'assainissement",8000.00,CORNUT-GENTILLE,François,Haute-Marne,UMP,122-01,PA923
"Commune de FEIGERES",,"Travaux de sécurisation de l'entrée sud du village",10000.00,DUBY-MULLER,Virginie,Haute-Savoie,UMP,122-01,PA608826
"Commune de FEIGNIES",FEIGNIES,"Restitution du système d'accès originel du fort de Leveau",10000.00,PAUVROS,Rémi,Nord,SRC,122-01,PA607769
"Commune de FEISSONS SUR SALINS",,"Construction d'un réservoir en eau potable",10000.00,GAYMARD,Hervé,Savoie,UMP,122-01,PA1445
"Commune de Félines","Denis DUCHAMP          Hôtel de Ville - 07340 FELINES","Aménagement place de la Mairie",10000.00,DUSSOPT,Olivier,Ardèche,SRC,122-01,PA330357
"Commune de FENNEVILLER",,"Installation de deux radars",2000.00,LAMBLIN,Jacques,Meurthe-et-Moselle,UMP,122-01,PA267551
"Commune de Fercé sur Sarthe","""3 rue de la Mairie
72430 FERCE SUR SARTHE ""","""Construction d'une """"maison pour tous"""", lieu d'accueil des associations """,22000.00,TOLMONT,Sylvie,Sarthe,SRC,122-01,PA608741
"Commune de Ferney Voltaire","Avenue Voltaire BP 49 01216 Ferney Voltaire","Restauration de la toiture de l'Atelier Lambert",8000.00,BLANC,Étienne,Ain,UMP,122-01,PA267075
"Commune de FERRALS les MONTAGNES","""Hôtel de Ville 
34210 FERRALS LES MONTAGNES""","Création de deux stations d'épuration",20000.00,MESQUIDA,Kléber,Hérault,SRC,122-01,PA267479
"Commune de FERRIÈRE LA GRANDE","FERRIÈRE LA GRANDE","Création d'une plate-forme d'insertion destinée aux jeunes",15000.00,PAUVROS,Rémi,Nord,SRC,122-01,PA607769
"Commune de FERRIERES HAUT CLOCHER","27190 Ferrières Haut Clocher",Colombarium,3000.00,DESTANS,Jean-Louis,Eure,SRC,122-01,PA606040
"Commune de FERRIERES-EN-BRIE          ",,"Travaux du groupe scolaire : 5 000 €",5000.00,"RIHAN CYPEL",Eduardo,Seine-et-Marne,SRC,122-01,PA609292
"Commune de FESTUBERT","62410 Festubert","Achat matériel école",2436.00,BAYS,Nicolas,Pas-de-Calais,SRC,122-01,PA608158
"Commune de FETIGNY",,"Rénovation de l'ancienne salle de classe",2000.00,PELISSARD,Jacques,Jura,UMP,122-01,PA2345
"Commune de FEUCHEROLLES",," l'enfouissement des réseaux et la rénovation des rues du Bas de la Butte et des Coulons",40000.00,GUAINO,Henri,Yvelines,UMP,122-01,PA609365
"Commune de FEUILLA",,"Mise en sécurité du foyer municipal",20000.00,FABRE,Marie-Hélène,Aude,SRC,122-01,PA605349
"Commune de FEUX",,"Aménagement de la place de la mairie",9912.00,FROMION,Yves,Cher,UMP,122-01,PA1379
"Commune de FEY",,"Rémanénagement de la Mairie",15000.00,JACQUAT,Denis,Moselle,UMP,122-01,PA1699
"Commune de Feyt",Feyt,"Création d'une Défense incendie ",2500.00,DESSUS,Sophie,Corrèze,SRC,122-01,PA605758
"Commune de FICHEUX","""14 rue Hector Bonnel
62173 Ficheux""","Extension de la salle multi-activités",4000.00,COTTEL,Jean-Jacques,Pas-de-Calais,SRC,122-01,PA344114
"Commune de FIENNES",,"Achat d'un vidéo projecteur",2300.00,BOURGUIGNON,Brigitte,Pas-de-Calais,SRC,122-01,PA608083
"Commune de Fieulaine",,"Mise en place de ralentisseurs",1500.00,BERTRAND,Xavier,Aisne,UMP,122-01,PA267080
"Commune de Fillières","""2, place de l'Eglise
54560 Fillières ""","Travaux de voirie ",17000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de Flagy ","Flagy ","Création d'une carte communale (document d'urbanisme)",2000.00,THÉVENOUD,Thomas,Saône-et-Loire,SRC,122-01,PA608672
"Commune de FLAMMERANS",,"Extension de la salle polyvalente",20000.00,DELATTE,Rémi,Côte-d'Or,UMP,122-01,PA267450
"Commune de FLASSANS SUR ISSOLE",,"Réhabilitation d'un bâti ancien situé en centre ville en vue de réaliser une salle communale à usage associatif et 3 logements locatifs",10000.00,COUVE,Jean-Michel,Var,UMP,122-01,PA951
"Commune de FLAT",,"Travaux d'aménagement du bourg et du village",5000.00,BACQUET,Jean-Paul,Puy-de-Dôme,SRC,122-01,PA334
"Commune de Flaujac Poujols","Mairie 46090 Flaujac Poujols","Enfouissement des réseaux (2ème tranche)",4000.00,ORLIAC,Dominique,Lot,RRDP,122-01,PA332950
"Commune de Flavignerot","21160 FLAVIGNEROT","Achat de fenêtres et de tablettes pour la mairie",3000.00,GRANDGUILLAUME,Laurent,Côte-d'Or,SRC,122-01,PA605804
"Commune de FLAYGNES HAVYS",,"Travaux création de deux colombariums",2400.00,PALETTI,Bérengère,Ardennes,UMP,122-01,PA267260
"Commune de FLETRE",,"Tableaux Numériques",1038.00,ALLOSSERY,Jean-Pierre,Nord,SRC,122-01,PA607892
"Commune de Fleury-Mérogis","""2 rue Roger Clavier
91700 FLEURY-MEROGIS""","Construction d'un espace pour retraités",25000.00,BOUTIH,Malek,Essonne,SRC,122-01,PA610045
"Commune de FLEVY",,"Création de trois logements dans l'ancien atelier communal",5000.00,ZIMMERMANN,Marie-Jo,Moselle,UMP,122-01,PA2971
"Commune de FLIXECOURT","Mairie 35, rue Roger Godard 80420 FLIXECOURT",Crêche,52000.00,BOISTARD,Pascale,Somme,SRC,122-01,PA609513
"Commune de FLOING",,"Projet de rénovation du lavoir",1400.00,WARSMANN,Jean-Luc,Ardennes,UMP,122-01,PA2952
"Commune de FLOIRAC","""Ecole maternelle Pasteur
Impasse de la Maternelle, 33270 FLOIRAC""","Réfection et complément isolation Thermique de la toiture",50000.00,LACUEY,Conchita,Gironde,SRC,122-01,PA1789
